npoint-lon,npoint-lat,npoint-dist,npoint-location,npoint-index,nline-OBJECTID,nline-WC_ID,nline-WC_LLID_NR,nline-WC_LN_TYPE,nline-WC_LN_TY_1,nline-WC_CART_FT,nline-WC_CART__1,nline-WC_HYDR_FT,nline-WC_HYDR__1,nline-WC_FLOW_PA,nline-WC_FLOW__1,nline-WC_CONTU_C,nline-WC_CONTU_L,nline-WC_PERIOD_,nline-WC_PERIO_1,nline-WC_GNIS_NM,nline-WC_GNIS_NR,nline-FP_REF_ID,nline-FP_WTRTY_C,nline-FP_WTRTY_N,nline-FP_EXP_CD,nline-FP_WTRTY_E,nline-FP_PERIOD_,nline-FP_PERIO_1,nline-FP_VER_CD,nline-FP_VER_LAB,nline-FP_WTRTY_A,nline-FP_WTRTY_1,nline-FP_WTRTY_2,nline-FTR_MOD_CD,nline-FTR_MOD_LA,nline-FTR_INPUT_,nline-FTR_INPU_1,nline-FTR_INTRP_,nline-FTR_INTR_1,nline-FTR_SRC_CD,nline-FTR_SRC_LA,nline-FTR_SRC_DT,nline-FTR_ORG_CD,nline-FTR_SRCSCA,nline-SL_WTRTY_C,nline-SL_WTRTY_L,nline-SL_WTRTY_E,nline-DNR_OUTPUT,nline-PDF_LOCATI,nline-FP_WTRTY_S,nline-EDIT_NM_CD,nline-EDIT_DT,nline-WC_SUBTYPE,nline-WC_SUBTY_1,nline-SHAPELEN,opoint-,opoint-id,opoint-observed_on_string,opoint-observed_on,opoint-time_observed_at,opoint-time_zone,opoint-user_id,opoint-user_login,opoint-user_name,opoint-created_at,opoint-updated_at,opoint-quality_grade,opoint-license,opoint-url,opoint-image_url,opoint-sound_url,opoint-tag_list,opoint-description,opoint-num_identification_agreements,opoint-num_identification_disagreements,opoint-captive_cultivated,opoint-oauth_application_id,opoint-place_guess,opoint-latitude,opoint-longitude,opoint-positional_accuracy,opoint-private_place_guess,opoint-private_latitude,opoint-private_longitude,opoint-public_positional_accuracy,opoint-geoprivacy,opoint-taxon_geoprivacy,opoint-coordinates_obscured,opoint-positioning_method,opoint-positioning_device,opoint-place_town_name,opoint-place_county_name,opoint-place_state_name,opoint-place_country_name,opoint-place_admin1_name,opoint-place_admin2_name,opoint-species_guess,opoint-scientific_name,opoint-common_name,opoint-iconic_taxon_name,opoint-taxon_id,opoint-field.tree.canopy.symptoms,opoint-field.optional...did.the.tree.have.heat.damage,opoint-field.percent.canopy.affected....,opoint-field.dieback.percent,opoint-field.number.of.additional.unhealthy.trees..of.same.species..in.area..within.sight.,opoint-field.percent.of.trees..of.same.species..within.sight.that.are.unhealthy,opoint-field.other.factors...are.there.signs.or.symptoms.of.insect..diseases..or.other.damage.,opoint-field.optional...what..other.factors..were.observed.,opoint-field.optional...tree.size,opoint-field.optional...site.type,opoint-field.optional...site.location.description,opoint-field.optional...site.area.disturbance.level,opoint-field.optional...site.hydrology,opoint-field.optional...access.to.water,opoint-field.optional...slope.position,opoint-field.optional...were.there.any.other.unhealthy.plant.species.on.the.site.,opoint-field.optional...timing.of.symptoms.estimate,opoint-field.optional...estimated.time.spent.to.make.this.observation....of.minutes.,opoint-field.optional...can.we.follow.up.with.you.,opoint-field.notes,opoint-binary.tree.canopy.symptoms,opoint-reclassified.tree.canopy.symptoms
-13610147.620877383,5929326.137219288,30.559571811264007,0.01009828452922639,0,152478,164648,1222580469224,10,Single strm,412,Stream/river,ST,Streams,3,Single line,CON,Continuous,UNK,Unknown,,0,,N,Non-fish,N6,2005-03-01T08:00:00.000Z,u,Unknown,U,Unknown,1899-11-30T08:00:00.000Z,9,1992-01-01T08:00:00.000Z,ADD,Addition,6,Heads-up,1,Photogram,3,Aerial photo,1753-01-01T07:52:58.000Z,WaDNR,24000,9,Type 9,1992-01-01T08:00:00.000Z,24000,,MODEL,fpgroup,2005-03-01T08:00:00.000Z,1001,Stream,761.1547689827961,814,82894831,Thu Jun 10 2021 13:34:44 GMT-0700 (PDT),2021-06-10,2021-06-10 20:34:44 UTC,Pacific Time (US & Canada),4007246,jake_and_kristin_pool,Jake and Kristin Pool,2021-06-13T19:50:09,2021-12-10T21:52:46,research,,https://www.inaturalist.org/observations/82894831,https://static.inaturalist.org/photos/136090834/medium.jpg,NA,,,1,0,false,3,"Northwest Trek Wildlife Park, Eatonville, WA, US",46.9220866667,-122.2622216667,5,,NA,NA,5,,open,false,,,,Pierce,Washington,United States,Washington,Pierce,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Thinning Canopy,,30-59% of the canopy is unhealthy,NA,2-3,NA,Not sure,No selection,Large (too big to wrap arms around trunk),Rural,Inside a forest canopy,"Low - fairly natural, not much development",No Selection,,Top of slope,No selection,No selection,,No Selection,,Unhealthy,Thinning Canopy
-13624661.888709728,6029232.026620501,414.1252682506071,0.04118142832644876,2,120205,129726,1223951475272,10,Single strm,412,Stream/river,ST,Streams,3,Single line,CON,Continuous,UNK,Unknown,,0,,N,Non-fish,N6,2005-03-01T08:00:00.000Z,u,Unknown,U,Unknown,1899-11-30T08:00:00.000Z,9,2003-10-06T07:00:00.000Z,ADD,Addition,6,Heads-up,4,Crenulation,1,USGS Map,1753-01-01T07:52:58.000Z,Sewall,24000,9,Type 9,2003-10-06T07:00:00.000Z,24000,,MODEL,fpgroup,2005-03-01T08:00:00.000Z,1001,Stream,1881.12592454941,815,83022098,Mon Jun 14 2021 10:10:31 GMT-0700 (PDT),2021-06-14,2021-06-14 17:10:31 UTC,Pacific Time (US & Canada),4357332,clayhamill,,2021-06-14T17:13:10,2021-12-10T21:52:46,research,CC-BY-NC,https://www.inaturalist.org/observations/83022098,https://inaturalist-open-data.s3.amazonaws.com/photos/136314885/medium.jpg,NA,,,1,0,false,3,"Lincoln Park, Seattle, WA, US",47.5344543457,-122.3953664304,10,,NA,NA,10,,open,false,,,,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Browning Canopy,,60-99% of the canopy is unhealthy,NA,0,NA,Not sure,No selection,Medium (can wrap arms around trunk),Urban,Urban yard or open park grounds,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",No Selection,,No selection,No selection,No selection,,Yes,,Unhealthy,Other
-13638271.434956225,6084058.456560546,6.7238258392275805,0.5207527229329071,11,182562,196777,1225115478636,10,Single strm,412,Stream/river,ST,Streams,3,Single line,CON,Continuous,UNK,Unknown,Silver Creek,1514894,,F,Fish,F1,2005-03-01T08:00:00.000Z,p,Perennial,U,Unknown,1899-11-30T08:00:00.000Z,3,1992-01-01T08:00:00.000Z,ADD,Addition,2,Scan,7,Source map,1,USGS Map,1753-01-01T07:52:58.000Z,WaDNR,24000,3,Type 3,1992-01-01T08:00:00.000Z,100000,,MODEL,fpgroup,2005-03-01T08:00:00.000Z,1001,Stream,2048.85306056474,817,83167574,Tue Jun 15 2021 11:53:04 GMT-0700 (PDT),2021-06-15,2021-06-15 18:53:04 UTC,Pacific Time (US & Canada),4438793,atompyrite,,2021-06-15T18:53:14,2021-06-17T03:35:08,research,CC-BY-NC,https://www.inaturalist.org/observations/83167574,https://inaturalist-open-data.s3.amazonaws.com/photos/136566249/medium.jpg,NA,,,1,0,false,3,"Hoffman Rd NE, Kingston, WA, US",47.862850721,-122.5146925451,30,,NA,NA,30,,open,false,,,,Kitsap,Washington,United States,Washington,Kitsap,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Thinning Canopy,,1-29% of the canopy is unhealthy,NA,0,NA,Not sure,No selection,Large (too big to wrap arms around trunk),Rural,Forest edge,"Low - fairly natural, not much development",Upland or well drained,,Lower slope,No,No selection,10,Yes,This is known as the Eglon area on Kitsap.  Most cedars (90%+) are show slight or no sign of dieback.  Most trees are douglas fir in this area.,Unhealthy,Thinning Canopy
-13641905.518603377,6084768.147454896,697.4292633682282,0,0,182498,196766,1225476478636,10,Single strm,412,Stream/river,ST,Streams,3,Single line,CON,Continuous,UNK,Unknown,,0,,N,Non-fish,N6,2005-03-01T08:00:00.000Z,u,Unknown,U,Unknown,1899-11-30T08:00:00.000Z,9,1992-01-01T08:00:00.000Z,ADD,Addition,6,Heads-up,1,Photogram,3,Aerial photo,1753-01-01T07:52:58.000Z,WaDNR,24000,9,Type 9,1992-01-01T08:00:00.000Z,24000,,MODEL,fpgroup,2005-03-01T08:00:00.000Z,1001,Stream,1619.0491235583402,818,83168797,Tue Jun 15 2021 12:00:04 GMT-0700 (PDT),2021-06-15,2021-06-15 19:00:04 UTC,Pacific Time (US & Canada),4438793,atompyrite,,2021-06-15T19:03:34,2021-06-17T03:34:04,research,CC-BY-NC,https://www.inaturalist.org/observations/83168797,https://inaturalist-open-data.s3.amazonaws.com/photos/136568501/medium.jpg,NA,,,1,0,false,3,"Hansville Rd NE, Kingston, WA, US",47.8718109336,-122.5412038342,5,,NA,NA,5,,open,false,,,,Kitsap,Washington,United States,Washington,Kitsap,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Old Dead Top (needles already gone),,60-99% of the canopy is unhealthy,NA,2-3,NA,"Yes (please elaborate in Notes, add Picture if possible)","Animal damage (woodpecker/sapsucker holes, bark peeling)",Medium (can wrap arms around trunk),Rural,Roadside,"Medium (moderately used trails, etc)","Wetland, lots of water",,No selection,No selection,This is the first time I have seen this tree,30,Yes,"Note close pond to the east of the site.  The tree is nearly dead but some lower branches alive on the north side of the tree. Woddpecker damage, ants, cocoons found under the bark.",Unhealthy,Dead Top
-13640994.754607951,5993614.589591313,403.562606673189,0,0,170829,184673,1225370473185,10,Single strm,412,Stream/river,ST,Streams,3,Single line,CON,Continuous,UNK,Unknown,,0,,N,Non-fish,N6,2005-03-01T08:00:00.000Z,u,Unknown,U,Unknown,1899-11-30T08:00:00.000Z,9,1992-01-01T08:00:00.000Z,ADD,Addition,6,Heads-up,1,Photogram,3,Aerial photo,1753-01-01T07:52:58.000Z,WaDNR,24000,9,Type 9,1992-01-01T08:00:00.000Z,24000,,MODEL,fpgroup,2005-03-01T08:00:00.000Z,1001,Stream,1318.17670894111,819,83196980,Mon Jun 14 2021 07:38:28 GMT-0700 (PDT),2021-06-14,2021-06-14 14:38:28 UTC,Pacific Time (US & Canada),500327,jmhulbert,Joey H,2021-06-15T23:06:37,2022-02-17T06:03:46,research,CC-BY-NC,https://www.inaturalist.org/observations/83196980,https://inaturalist-open-data.s3.amazonaws.com/photos/136617750/medium.jpg,NA,,,1,0,false,3,"Point Defiance Park, Tacoma, WA, US",47.3112033333,-122.5389333333,18,,NA,NA,18,,open,false,,,Tacoma,Pierce,Washington,United States,Washington,Pierce,western redcedar,Thuja plicata,western redcedar,Plantae,48252,New Dead Top (red or brown needles still attached),,1-29% of the canopy is unhealthy,NA,0,10,No,No selection,Large (too big to wrap arms around trunk),Urban,Urban yard or open park grounds,"Low - fairly natural, not much development",Upland or well drained,,Summit of hill or mountain,No selection,No selection,,No Selection,,Unhealthy,Dead Top
-13591168.350006664,6057805.1582717765,51.76616323783283,0.7199187275133335,45,1297891,1596842,1221250476675,10,Single strm,412,Stream/river,ST,Streams,3,Single line,CON,Continuous,PER,Perennial,Bear Creek,1503233,,S,Shorelines of the State,S1,2005-03-01T08:00:00.000Z,p,Perennial,U,Unknown,1899-11-30T08:00:00.000Z,1,1992-01-01T08:00:00.000Z,ADD,Addition,2,Scan,7,Source map,1,USGS Map,1753-01-01T07:52:58.000Z,WaDNR,24000,1,Type 1,1992-01-01T08:00:00.000Z,100000,,LEGACY,ksww490,2021-03-25T07:00:00.000Z,1001,Stream,2705.46191203177,821,83348427,Tue Jun 15 2021 14:24:11 GMT-0700 (PDT),2021-06-15,2021-06-15 21:24:11 UTC,Pacific Time (US & Canada),4598126,dmshaw012,,2021-06-17T03:31:13,2021-12-10T21:52:43,research,CC-BY-NC,https://www.inaturalist.org/observations/83348427,https://inaturalist-open-data.s3.amazonaws.com/photos/136880817/medium.jpg,NA,,,1,0,false,3,"Avondale Pl NE, Redmond, WA, US",47.7047427476,-122.0918460697,22,,NA,NA,22,,open,false,,,,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Old Dead Top (needles already gone),,30-59% of the canopy is unhealthy,NA,0,0,"Yes (please elaborate in Notes, add Picture if possible)",Other (please describe in Notes),Large (too big to wrap arms around trunk),Urban,Urban yard or open park grounds,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",Upland or well drained,,Area is flat (e.g. field),No selection,No selection,,No Selection,"Disturbed area, possible root compaction, poor soil, little opportunity for micorrhizal connections",Unhealthy,Dead Top
-13586322.062701857,6061143.8948543,645.6520389759307,0.7099303575481509,6,113033,122344,1220594477332,20,Inter lake,421,Lake/pond,LA,Lakes/ponds,1,Primary,CON,Continuous,UNK,Unknown,,0,,F,Fish,F3,2005-03-01T08:00:00.000Z,p,Perennial,U,Unknown,1899-11-30T08:00:00.000Z,2,1992-01-01T08:00:00.000Z,ADD,Addition,3,Digitize,7,Source map,1,USGS Map,1753-01-01T07:52:58.000Z,WaDNR,24000,2,Type 2,1992-01-01T08:00:00.000Z,100000,,,fpgroup,2005-03-01T08:00:00.000Z,2001,Lake-inter,2335.14234148419,822,83348870,Tue Jun 15 2021 17:36:38 GMT-0700 (PDT),2021-06-15,2021-06-16 00:36:38 UTC,Pacific Time (US & Canada),4598126,dmshaw012,,2021-06-17T03:38:50,2021-12-10T21:52:43,research,CC-BY-NC,https://www.inaturalist.org/observations/83348870,https://inaturalist-open-data.s3.amazonaws.com/photos/155936903/medium.jpg,NA,,,1,0,false,3,"NE 133rd St, Woodinville, WA, US",47.7190948239,-122.0511452577,31,,NA,NA,31,,open,false,,,,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Old Dead Top (needles already gone),,30-59% of the canopy is unhealthy,NA,4-6,0,"Yes (please elaborate in Notes, add Picture if possible)",Other (please describe in Notes),Large (too big to wrap arms around trunk),Suburban,Urban yard or open park grounds,"Medium (moderately used trails, etc)",Upland or well drained,,Area is flat (e.g. field),No,This is the first time I have seen this tree,10,Yes,Segregated solo stems in an open grassy field. No drainage issues noticed. No similar conifer stems in the immediate area.,Unhealthy,Dead Top
-13607863.783964872,6031906.0416750135,1043.4706177376256,1.0495723817836669,1,114700,124042,1222377475509,20,Inter lake,421,Lake/pond,LA,Lakes/ponds,2,Secondary,CON,Continuous,PER,Perennial,,0,,S,Shorelines of the State,S3,2005-03-01T08:00:00.000Z,p,Perennial,U,Unknown,1899-11-30T08:00:00.000Z,9,2003-08-07T07:00:00.000Z,ADD,Addition,6,Heads-up,8,Best guess,99,Unknown,1753-01-01T07:52:58.000Z,Sewall,24000,1,Type 1,2003-08-07T07:00:00.000Z,24000,,,fpgroup,2005-03-01T08:00:00.000Z,2001,Lake-inter,4735.88221863217,824,83415556,2021-06-15,2021-06-15,,Pacific Time (US & Canada),850860,paul-shannon,,2021-06-17T18:24:47,2021-06-17T20:33:17,research,CC-BY-NC,https://www.inaturalist.org/observations/83415556,https://inaturalist-open-data.s3.amazonaws.com/photos/136995280/medium.jpg,NA,,"3 cedars in close proximity, west side of Seward Park's Lost Lake Trail, completely dead.  Some surrounding cedars apparently healthy.

Two other cedars, also completely dead, within 20'

A few dead or dying hemlocks in this area.
",1,0,false,NA,seward park,47.55218,-122.25359,2772,,NA,NA,2772,,open,false,,,,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Tree is dead,,tree is dead,NA,2-3,30,Not sure,No selection,Small (can wrap hands around trunk),Urban,Inside a forest canopy,"None - natural forest, far from development",Upland or well drained,,Area is flat (e.g. field),Yes (please identify other species in notes),This is the first time I have seen this tree,15,Yes,,Unhealthy,Tree is Dead
-13683734.700874763,6221439.374089146,96.18101241368804,0.5092386247347203,29,17073,18859,1229218486843,10,Single strm,412,Stream/river,ST,Streams,3,Single line,CON,Continuous,UNK,Unknown,,0,,F,Fish,F1,2005-03-01T08:00:00.000Z,p,Perennial,U,Unknown,1899-11-30T08:00:00.000Z,4,1992-01-01T08:00:00.000Z,ADD,Addition,2,Scan,7,Source map,1,USGS Map,1753-01-01T07:52:58.000Z,WaDNR,24000,4,Type 4,1992-01-01T08:00:00.000Z,24000,,MODEL,fpgroup,2005-03-01T08:00:00.000Z,1001,Stream,1673.3231133168401,843,84069353,Tue Jun 22 2021 09:32:17 GMT-0700 (PDT),2021-06-22,2021-06-22 16:32:17 UTC,Pacific Time (US & Canada),4184533,kayla_seaforth,Kayla Seaforth,2021-06-22T16:39:39,2023-01-10T17:39:01,research,,https://www.inaturalist.org/observations/84069353,https://static.inaturalist.org/photos/140096500/medium.jpg,NA,,,1,0,false,3,"Orcas Island, Eastsound, WA, US",48.6847490073,-122.9240437412,30,,NA,NA,30,,open,false,,,,San Juan,Washington,United States,Washington,San Juan,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Thinning Canopy,,30-59% of the canopy is unhealthy,NA,2-3,50,"Yes (please elaborate in Notes, add Picture if possible)",Multiple factors (please describe in Notes),Large (too big to wrap arms around trunk),Rural,Roadside,"Medium (moderately used trails, etc)",Upland or well drained,,Area is flat (e.g. field),No,Symptoms first observed in 2020,10,Yes,Additional large woodpecker holes and insect bores on exposed part of lower trunk,Unhealthy,Thinning Canopy
-13675773.479360357,6211897.043970597,508.8005765991419,0.18712673576407104,10,17643,19151,1228503486277,10,Single strm,412,Stream/river,ST,Streams,3,Single line,CON,Continuous,UNK,Unknown,,0,,F,Fish,F1,2005-03-01T08:00:00.000Z,p,Perennial,U,Unknown,1899-11-30T08:00:00.000Z,9,1992-01-01T08:00:00.000Z,ADD,Addition,6,Heads-up,1,Photogram,3,Aerial photo,1753-01-01T07:52:58.000Z,WaDNR,24000,9,Type 9,1992-01-01T08:00:00.000Z,24000,,MODEL,fpgroup,2005-03-01T08:00:00.000Z,1001,Stream,614.346969773584,844,84087144,Tue Jun 22 2021 11:49:19 GMT-0700 (PDT),2021-06-22,2021-06-22 18:49:19 UTC,Pacific Time (US & Canada),4184533,kayla_seaforth,Kayla Seaforth,2021-06-22T19:05:34,2023-01-10T17:38:08,research,,https://www.inaturalist.org/observations/84087144,https://static.inaturalist.org/photos/140096640/medium.jpg,NA,,,1,0,false,3,"East Sound, WA, US",48.6234672731,-122.8547254704,3771,,NA,NA,3771,,open,false,,,,San Juan,Washington,United States,Washington,San Juan,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Tree is dead,,tree is dead,NA,More than 10,60,Not sure,No selection,Large (too big to wrap arms around trunk),Other,Inside a forest canopy,"Low - fairly natural, not much development",Upland or well drained,,Middle of a slope,No,Symptoms first observed in 2019,10,Yes,,Unhealthy,Tree is Dead
-13635302.826307189,6067383.5396541525,779.3360576077869,0.0647600741788195,3,1305754,1650833,1224871477652,10,Single strm,412,Stream/river,ST,Streams,3,Single line,CON,Continuous,UNK,Unknown,,0,,N,Non-fish,N2,2005-03-01T08:00:00.000Z,u,Unknown,U,Unknown,1899-11-30T08:00:00.000Z,5,1992-01-01T08:00:00.000Z,ADD,Addition,2,Scan,7,Source map,1,USGS Map,1753-01-01T07:52:58.000Z,WaDNR,24000,5,Type 5,1992-01-01T08:00:00.000Z,100000,,LEGACY,ksww490,2022-06-06T07:00:00.000Z,1001,Stream,1377.27904222301,846,84264013,Wed Jun 23 2021 19:58:36 GMT-0700 (PDT),2021-06-23,2021-06-24 02:58:36 UTC,Pacific Time (US & Canada),4438793,atompyrite,,2021-06-24T03:00:21,2023-01-10T17:26:30,research,CC-BY-NC,https://www.inaturalist.org/observations/84264013,https://inaturalist-open-data.s3.amazonaws.com/photos/138476589/medium.jpg,NA,,,1,0,false,3,"Jefferson Beach Rd NE, Kingston, WA, US",47.7612003638,-122.4776887895,5,,NA,NA,5,,open,false,,,,Kitsap,Washington,United States,Washington,Kitsap,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Extra Cone Crop,,"Healthy, no dieback(0%)",NA,4-6,2,Not sure,Other (please describe in Notes),Large (too big to wrap arms around trunk),Suburban,Urban yard or open park grounds,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",Upland or well drained,,Middle of a slope,No selection,Symptoms first observed in 2020,10,Yes,Heavy production of cones on tree to the west and adacent to tallest cedar.  Trees in this area exhibiting thining on westerly side.  The area is highly exposed to  sunlight from the southwest.,Unhealthy,Other
-13630966.479918545,6185803.9746691715,235.75172407897122,0.1731546824793789,7,22282,24403,1224715484801,10,Single strm,412,Stream/river,ST,Streams,3,Single line,CON,Continuous,UNK,Unknown,,0,,F,Fish,F1,2005-03-01T08:00:00.000Z,p,Perennial,U,Unknown,1899-11-30T08:00:00.000Z,4,1992-01-01T08:00:00.000Z,ADD,Addition,2,Scan,7,Source map,1,USGS Map,1753-01-01T07:52:58.000Z,WaDNR,24000,4,Type 4,1992-01-01T08:00:00.000Z,100000,,MODEL,fpgroup,2005-03-01T08:00:00.000Z,1001,Stream,3567.34825107342,853,84733991,2021-06-27 10:52:48,2021-06-27,2021-06-27 17:52:48 UTC,Pacific Time (US & Canada),3352889,mylodon,,2021-06-27T17:54:47,2023-01-10T17:11:33,research,CC-BY-NC,https://www.inaturalist.org/observations/84733991,https://inaturalist-open-data.s3.amazonaws.com/photos/139297289/medium.jpeg,NA,,,1,0,false,2,"Skagit County, US-WA, US",48.4723731287,-122.4458573386,3,,NA,NA,3,,open,false,gps,gps,,Skagit,Washington,United States,Washington,Skagit,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Old Dead Top (needles already gone),,30-59% of the canopy is unhealthy,NA,4-6,60,Not sure,No selection,No selection,Rural,Urban yard or open park grounds,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",No Selection,,No selection,No selection,No selection,,No Selection,,Unhealthy,Dead Top
-13655646.047440046,5744815.863812852,48.040688794500824,0.39643140434954455,13,674182,737250,1226732457917,10,Single strm,412,Stream/river,ST,Streams,3,Single line,CON,Continuous,UNK,Unknown,,0,,F,Fish,F1,2005-03-01T08:00:00.000Z,p,Perennial,P,Physical,1899-11-30T08:00:00.000Z,4,1992-01-01T08:00:00.000Z,ADD,Addition,2,Scan,7,Source map,1,USGS Map,1753-01-01T07:52:58.000Z,WaDNR,24000,4,Type 4,1992-01-01T08:00:00.000Z,100000,,MODEL,fpgroup,2005-03-01T08:00:00.000Z,1001,Stream,1625.51463745293,857,84968283,Sun Jun 27 2021 14:10:13 GMT-0700 (PDT),2021-06-27,2021-06-27 21:10:13 UTC,Pacific Time (US & Canada),500327,jmhulbert,Joey H,2021-06-29T13:20:10,2022-10-02T00:46:46,research,CC-BY-NC,https://www.inaturalist.org/observations/84968283,https://inaturalist-open-data.s3.amazonaws.com/photos/139723523/medium.jpg,NA,,,1,0,false,3,"I-5 N, Ridgefield, WA, US",45.778175,-122.6704033333,4,,NA,NA,4,,open,false,,,,Clark,Washington,United States,Washington,Clark,western redcedar,Thuja plicata,western redcedar,Plantae,48252,New Dead Top (red or brown needles still attached),,1-29% of the canopy is unhealthy,NA,2-3,25,Not sure,No selection,Medium (can wrap arms around trunk),Urban,Roadside,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",Upland or well drained,,Area is flat (e.g. field),Yes (please identify other species in notes),This is the first time I have seen this tree,20,No Selection,Nearby Oregon Ash had top dieback,Unhealthy,Dead Top
-13616233.15787548,6045532.721732945,326.5943670519813,0.012093232536718287,1,114172,123331,1223362476418,10,Single strm,412,Stream/river,ST,Streams,3,Single line,CON,Continuous,UNK,Unknown,,0,,U,Unknown,U1,2005-03-01T08:00:00.000Z,u,Unknown,U,Unknown,1899-11-30T08:00:00.000Z,9,2003-08-07T07:00:00.000Z,ADD,Addition,6,Heads-up,3,Photos,2,Orthophoto,1753-01-01T07:52:58.000Z,Sewall,24000,9,Type 9,2003-08-07T07:00:00.000Z,24000,,LEGACY,fpgroup,2005-03-01T08:00:00.000Z,1001,Stream,1489.10254396175,858,85000753,Sun Jun 13 2021 15:49:47 GMT-0500 (CDT),2021-06-13,2021-06-13 15:49:47 UTC,UTC,4654233,gina_robinson,Gina Robinson,2021-06-29T18:15:40,2021-12-10T21:54:52,research,,https://www.inaturalist.org/observations/85000753,https://static.inaturalist.org/photos/139780273/medium.jpg,NA,,,2,0,false,3,"Volunteer Park, Seattle, WA, US",47.631705,-122.3130716667,57,,NA,NA,57,,open,false,,,,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,,"Healthy, no dieback(0%)",NA,Not sure,0,Not sure,,,,,,,,,,,,,,Healthy,Healthy
-13668966.190507693,5963883.432443606,743.7586714694157,0,0,171672,185151,1227868471331,10,Single strm,412,Stream/river,ST,Streams,3,Single line,CON,Continuous,UNK,Unknown,,0,,N,Non-fish,N6,2005-03-01T08:00:00.000Z,u,Unknown,U,Unknown,1899-11-30T08:00:00.000Z,9,1992-01-01T08:00:00.000Z,ADD,Addition,6,Heads-up,1,Photogram,3,Aerial photo,1753-01-01T07:52:58.000Z,WaDNR,24000,9,Type 9,1992-01-01T08:00:00.000Z,24000,,MODEL,fpgroup,2005-03-01T08:00:00.000Z,1001,Stream,673.9598693891791,859,85035731,Tue Jun 29 2021 16:48:24 GMT-0700 (PDT),2021-06-29,2021-06-29 23:48:24 UTC,Pacific Time (US & Canada),1421299,jmcgee999,,2021-06-30T00:01:17,2021-12-10T21:54:53,research,CC-BY-NC,https://www.inaturalist.org/observations/85035731,https://inaturalist-open-data.s3.amazonaws.com/photos/139877230/medium.jpg,NA,,,1,0,false,3,"Marvin Rd NE, Olympia, WA, US",47.1332083333,-122.8002383333,165,,NA,NA,165,,open,false,,,,Thurston,Washington,United States,Washington,Thurston,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Branch Dieback or 'Flagging',,60-99% of the canopy is unhealthy,NA,4-6,30,Not sure,No selection,Large (too big to wrap arms around trunk),Rural,Forest edge,"Low - fairly natural, not much development",Upland or well drained,,Area is flat (e.g. field),No,Not sure,15,Yes,,Unhealthy,Other
-13633865.43156427,5985365.689174661,2314.411858203139,0,0,171283,184724,1224689472773,10,Single strm,412,Stream/river,ST,Streams,3,Single line,CON,Continuous,UNK,Unknown,,0,,F,Fish,F1,2005-03-01T08:00:00.000Z,p,Perennial,U,Unknown,1899-11-30T08:00:00.000Z,5,1992-01-01T08:00:00.000Z,ADD,Addition,2,Scan,7,Source map,1,USGS Map,1753-01-01T07:52:58.000Z,WaDNR,24000,5,Type 5,1992-01-01T08:00:00.000Z,24000,,MODEL,fpgroup,2005-03-01T08:00:00.000Z,1001,Stream,4340.609453314631,860,85039935,Tue Jun 29 2021 17:45:52 GMT-0700 (PDT),2021-06-29,2021-06-30 00:45:52 UTC,Pacific Time (US & Canada),500327,jmhulbert,Joey H,2021-06-30T00:50:14,2022-02-17T06:03:17,research,CC-BY-NC,https://www.inaturalist.org/observations/85039935,https://inaturalist-open-data.s3.amazonaws.com/photos/139851860/medium.jpg,NA,,,1,0,false,3,"S Tyler St, Tacoma, WA, US",47.24763,-122.49292,4,,NA,NA,4,,open,false,,,Tacoma,Pierce,Washington,United States,Washington,Pierce,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,,"Healthy, no dieback(0%)",NA,0,0,Not sure,No selection,Large (too big to wrap arms around trunk),Urban,Roadside,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",Upland or well drained,,Area is flat (e.g. field),No,No selection,15,No Selection,,Healthy,Healthy
