,id,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,user_name,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,place_town_name,place_county_name,place_state_name,place_country_name,place_admin1_name,place_admin2_name,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id,field.tree.canopy.symptoms,field.optional...did.the.tree.have.heat.damage,field.percent.canopy.affected....,field.dieback.percent,field.number.of.additional.unhealthy.trees..of.same.species..in.area..within.sight.,field.percent.of.trees..of.same.species..within.sight.that.are.unhealthy,field.other.factors...are.there.signs.or.symptoms.of.insect..diseases..or.other.damage.,field.optional...what..other.factors..were.observed.,field.optional...tree.size,field.optional...site.type,field.optional...site.location.description,field.optional...site.area.disturbance.level,field.optional...site.hydrology,field.optional...access.to.water,field.optional...slope.position,field.optional...were.there.any.other.unhealthy.plant.species.on.the.site.,field.optional...timing.of.symptoms.estimate,field.optional...estimated.time.spent.to.make.this.observation....of.minutes.,field.optional...can.we.follow.up.with.you.,field.notes,binary.tree.canopy.symptoms,reclassified.tree.canopy.symptoms,period-all-dist,period-all-nfeat-id,period-all-nfeat-period,period-eph-dist,period-eph-nfeat-id,period-eph-nfeat-period,period-int-dist,period-int-nfeat-id,period-int-nfeat-period,period-min-eph-dist,period-min-eph-nfeat-id,period-min-eph-nfeat-period,period-min-int-dist,period-min-int-nfeat-id,period-min-int-nfeat-period,period-per-dist,period-per-nfeat-id,period-per-nfeat-period,period-unk-dist,period-unk-nfeat-id,period-unk-nfeat-period
1719,130248324,2022-08-08 20:32:05,2022-08-08,2022-08-09 03:32:05 UTC,Pacific Time (US & Canada),3194356,dominicmoceri,Dominic Moceri,2022-08-10 15:04:33 UTC,2022-10-12 15:41:53 UTC,research,,https://www.inaturalist.org/observations/130248324,https://static.inaturalist.org/photos/221474232/medium.jpeg,NA,,Healthy row.,1,0,false,2,"Deming, WA 98244, USA",48.8066146046,-122.1249464527,146,,NA,NA,146,,open,false,gps,gps,,Whatcom,Washington,United States,Washington,Whatcom,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,No selection,"Healthy, no dieback(0%)",NA,0,NA,Not sure,No selection,No selection,No Selection,No Selection,No Selection,No Selection,No selection,No selection,No selection,No selection,,No Selection,,Healthy,Healthy,211.08702481368076,line:165970241,Perennial,41939.90004646977,line:{668CE561-B736-4FA4-A7FC-991ABCC4D2DB},Ephemeral,291.7431423323313,line:165970002,Intermittent,211.08702481368076,line:165970241,Perennial,211.08702481368076,line:165970241,Perennial,211.08702481368076,line:165970241,Perennial,21570.468587802283,line:f26ca3f8-6632-4e3d-8587-d11089f9f2cb,Unknown
1720,130258674,2022-08-10 09:23:17,2022-08-10,2022-08-10 16:23:17 UTC,Pacific Time (US & Canada),3194356,dominicmoceri,Dominic Moceri,2022-08-10 16:24:38 UTC,2022-10-16 21:08:24 UTC,research,,https://www.inaturalist.org/observations/130258674,https://static.inaturalist.org/photos/221493210/medium.jpeg,NA,,Healthy.,1,0,false,2,"Arlington, WA, USA",48.1765193766,-122.1461466327,9,,NA,NA,9,,open,false,,,,Snohomish,Washington,United States,Washington,Snohomish,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,No selection,"Healthy, no dieback(0%)",NA,0,NA,Not sure,No selection,No selection,No Selection,No Selection,No Selection,No Selection,No selection,No selection,No selection,No selection,,No Selection,,Healthy,Healthy,394.0907928640791,line:129067353,Perennial,93334.42771514205,line:{668CE561-B736-4FA4-A7FC-991ABCC4D2DB},Ephemeral,626.2343351559076,line:165305024,Intermittent,394.0907928640791,line:129067353,Perennial,394.0907928640791,line:129067353,Perennial,394.0907928640791,line:129067353,Perennial,1254.2825340177335,line:129071241,Unknown
1721,130566492,2022-08-12 16:08:50-07:00,2022-08-12,2022-08-12 23:08:50 UTC,Pacific Time (US & Canada),4358175,markpw,Mark Worcester,2022-08-12 23:59:56 UTC,2022-08-14 01:31:41 UTC,research,,https://www.inaturalist.org/observations/130566492,https://static.inaturalist.org/photos/222067732/medium.jpg,NA,,,1,0,false,3,"SE Tanner Rd, North Bend, WA, US",47.4820866667,-121.7322216667,5,,NA,NA,5,,open,false,,,North Bend City Limits,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Branch Dieback or 'Flagging',Not Sure,30-59% of the canopy is unhealthy,50,7-10,50,Not sure,No selection,Very Large (would take many people to wrap arms around trunk),Suburban,Inside a forest canopy,"Low - fairly natural, not much development",Upland or well drained,Tree has access to water year round (watered in summer or near permanent water source),Area is flat (e.g. field),Yes (please identify other species in notes),Other (please comment in Notes),30,Yes,Hemlock nearby appears unhealthy; first observed in 2022,Unhealthy,Other,28.284456939904313,polygon:{51D3408F-D705-478C-AD2E-7E5EA09B9DB6},Perennial,24032.979256058523,line:{78F2C030-2230-4B7E-ADCA-D9DACDF13079},Ephemeral,443.61966698231964,line:163855518,Intermittent,28.284456939904313,polygon:{51D3408F-D705-478C-AD2E-7E5EA09B9DB6},Perennial,28.284456939904313,polygon:{51D3408F-D705-478C-AD2E-7E5EA09B9DB6},Perennial,28.284456939904313,polygon:{51D3408F-D705-478C-AD2E-7E5EA09B9DB6},Perennial,20030.793982211348,line:165395863,Unknown
1722,131509542,2022-08-19 15:27:45,2022-08-19,2022-08-19 22:27:45 UTC,Pacific Time (US & Canada),3194356,dominicmoceri,Dominic Moceri,2022-08-19 22:33:58 UTC,2022-11-24 19:13:45 UTC,research,,https://www.inaturalist.org/observations/131509542,https://static.inaturalist.org/photos/223861685/medium.jpeg,NA,,Multiple dead tops.,1,0,false,2,"Bellingham, WA 98226, USA",48.8468430833,-122.3108071089,49,,NA,NA,49,,open,false,,,,Whatcom,Washington,United States,Washington,Whatcom,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Old Dead Top (needles already gone),No selection,30-59% of the canopy is unhealthy,NA,0,30,Not sure,No selection,No selection,No Selection,No Selection,No Selection,No Selection,No selection,No selection,No selection,No selection,,No Selection,,Unhealthy,Dead Top,280.22233043316874,line:{dc9bd796-a29b-4fde-8931-edf8de06064c},Intermittent,27654.461842445824,line:{668CE561-B736-4FA4-A7FC-991ABCC4D2DB},Ephemeral,280.22233043316874,line:{dc9bd796-a29b-4fde-8931-edf8de06064c},Intermittent,280.22233043316874,line:{dc9bd796-a29b-4fde-8931-edf8de06064c},Intermittent,280.22233043316874,line:{dc9bd796-a29b-4fde-8931-edf8de06064c},Intermittent,482.19021254161737,polygon:{717ea927-2577-49f1-9c56-b45e55afb110},Perennial,17294.499498462454,line:F1903A2A-9420-488E-B629-DB6E0E559849,Unknown
1724,131634749,2022-08-19 14:18:40-07:00,2022-08-19,2022-08-19 21:18:40 UTC,Pacific Time (US & Canada),500327,jmhulbert,Joey H,2022-08-20 20:37:19 UTC,2022-11-24 19:10:23 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/131634749,https://inaturalist-open-data.s3.amazonaws.com/photos/224039801/medium.jpg,NA,,,1,0,false,3,"Marvin Rd NE, Lacey, WA, US",47.0815305,-122.7810533333,4,,NA,NA,4,,open,false,,,,Thurston,Washington,United States,Washington,Thurston,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Old Dead Top (needles already gone),Not Sure,60-99% of the canopy is unhealthy,65,More than 10,80,Not sure,No selection,Medium (can wrap arms around trunk),Urban,Roadside,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",Upland or well drained,Tree does not typically have access to water in summer,Top of slope,No selection,No selection,10,No Selection,,Unhealthy,Dead Top,384.41354444615655,line:155182724,Intermittent,85533.35417361878,line:163245611,Ephemeral,384.41354444615655,line:155182724,Intermittent,384.41354444615655,line:155182724,Intermittent,384.41354444615655,line:155182724,Intermittent,2449.453288801697,line:155186116,Perennial,38857.80365983621,line:91425015-d5ec-4867-a8fb-fc2c0b365d0c,Unknown
1731,132706523,2022-08-24 14:25:04-07:00,2022-08-24,2022-08-24 21:25:04 UTC,Pacific Time (US & Canada),4438793,atompyrite,,2022-08-28 22:50:13 UTC,2022-11-21 01:29:19 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/132706523,https://inaturalist-open-data.s3.amazonaws.com/photos/225965562/medium.jpg,NA,,,1,0,false,3,"Olympic High School, Bremerton, WA, US",47.6266530483,-122.6636065264,7,,NA,NA,7,,open,false,,,,Kitsap,Washington,United States,Washington,Kitsap,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Thinning Canopy,No,1-29% of the canopy is unhealthy,10,7-10,25,Not sure,No selection,Large (too big to wrap arms around trunk),Suburban,Other,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",Seasonally flooded area,Other (please describe in Notes),Other (please describe in Notes),No selection,No selection,,,Tree appears to be located in a drainage swale on the campus of Olympic High School in Bremerton. Several other trres on the campus exhibiting thinning.,Unhealthy,Thinning Canopy,42.74808207505888,line:155179104,Intermittent,94800.43916477947,line:{78F2C030-2230-4B7E-ADCA-D9DACDF13079},Ephemeral,42.74808207505888,line:155179104,Intermittent,42.74808207505888,line:155179104,Intermittent,42.74808207505888,line:155179104,Intermittent,950.0765504314462,line:{3C901E10-821E-4CD3-9ADF-FE8A919C49C0},Perennial,38269.64788850745,line:165399070,Unknown
1732,132760420,2022-08-28 19:59:08,2022-08-28,2022-08-29 02:59:08 UTC,Pacific Time (US & Canada),802464,joshuamorris,Joshua Morris,2022-08-29 03:34:01 UTC,2022-10-19 17:07:08 UTC,research,CC0,https://www.inaturalist.org/observations/132760420,https://inaturalist-open-data.s3.amazonaws.com/photos/226043743/medium.jpg,NA,,,1,0,false,NA,"King County, US-WA, US",47.611626,-122.298386,8,,NA,NA,8,,open,false,,,,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,No,"Healthy, no dieback(0%)",NA,0,NA,No,,Large (too big to wrap arms around trunk),Urban,Roadside,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",Upland or well drained,,,,,,,,Healthy,Healthy,895.4237572080295,line:148888465,Intermittent,68497.09750631999,line:{78F2C030-2230-4B7E-ADCA-D9DACDF13079},Ephemeral,895.4237572080295,line:148888465,Intermittent,895.4237572080295,line:148888465,Intermittent,895.4237572080295,line:148888465,Intermittent,3071.7303580523662,line:166407627,Perennial,23413.014765983895,line:165399070,Unknown
1733,132760457,2022-08-28 18:34:28,2022-08-28,2022-08-29 01:34:28 UTC,Pacific Time (US & Canada),802464,joshuamorris,Joshua Morris,2022-08-29 03:34:05 UTC,2022-10-19 17:07:07 UTC,research,CC0,https://www.inaturalist.org/observations/132760457,https://inaturalist-open-data.s3.amazonaws.com/photos/226043761/medium.jpg,NA,,,1,0,false,NA,"King County, US-WA, US",47.612853,-122.288047,11,,NA,NA,11,,open,false,,,,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,No,"Healthy, no dieback(0%)",0,0,NA,No,,Large (too big to wrap arms around trunk),Urban,Roadside,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",Upland or well drained,,,,,,,,Healthy,Healthy,200.89606634246397,line:148888465,Intermittent,67838.7818046107,line:{78F2C030-2230-4B7E-ADCA-D9DACDF13079},Ephemeral,200.89606634246397,line:148888465,Intermittent,200.89606634246397,line:148888465,Intermittent,200.89606634246397,line:148888465,Intermittent,3844.070518128608,line:166407627,Perennial,23511.924396767194,line:165399070,Unknown
1734,132849620,2022-08-26 16:40:55-07:00,2022-08-26,2022-08-26 23:40:55 UTC,Pacific Time (US & Canada),2018598,daria48,Daria Gosztyla,2022-08-29 18:19:43 UTC,2022-08-30 17:39:02 UTC,research,,https://www.inaturalist.org/observations/132849620,https://static.inaturalist.org/photos/226196647/medium.jpg,NA,,"At least 15 dead redcedar in my yard, with many more in surrounding neighbor’s properties. Douglas fir and bigleaf maple are doing fine. Rate of decline seems to have really ramped up this year (2022) compared to occasional thinning, onset of decline, observed in 2019-2020.",1,0,false,3,"Atwood Pl, Sequim, WA, US",48.0466195,-123.1145695,18,,NA,NA,18,,open,false,,,,Clallam,Washington,United States,Washington,Clallam,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Tree is dead,Maybe,60-99% of the canopy is unhealthy,NA,More than 10,80,No,"Insect damage on trunk (holes, frass, galleries, etc.)",Large (too big to wrap arms around trunk),Rural,Other,"Medium (moderately used trails, etc)",Upland or well drained,Tree may have occassional access to water in summer (watered by someone),Lower slope,No,Symptoms first observed in 2020,20,Yes,Hi Joey! My rural neighborhood in Sequim is undergoing a quick redcedar dieback incident. Deaths started to reportedly occur in 2020 and are now widespread in our area.,Unhealthy,Tree is Dead,417.37022243488144,line:161618366,Perennial,105308.0862599008,line:{668CE561-B736-4FA4-A7FC-991ABCC4D2DB},Ephemeral,710.3948613324733,line:161627765,Intermittent,417.37022243488144,line:161618366,Perennial,417.37022243488144,line:161618366,Perennial,417.37022243488144,line:161618366,Perennial,44856.450786515314,line:{F694AF77-9013-49FA-9783-2EBF9BAAC8D4},Unknown
1735,132867871,2022-08-27 11:45:27,2022-08-27,2022-08-27 18:45:27 UTC,Pacific Time (US & Canada),3194356,dominicmoceri,Dominic Moceri,2022-08-29 20:41:56 UTC,2022-10-16 21:09:11 UTC,research,,https://www.inaturalist.org/observations/132867871,https://static.inaturalist.org/photos/226231194/medium.jpeg,NA,,Healthy.,1,0,false,2,"Everson, WA 98247, USA",48.8481507789,-122.3007676005,8,,NA,NA,8,,open,false,,,,Whatcom,Washington,United States,Washington,Whatcom,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,No selection,"Healthy, no dieback(0%)",NA,0,NA,Not sure,No selection,No selection,No Selection,No Selection,No Selection,No Selection,No selection,No selection,No selection,No selection,,No Selection,,Healthy,Healthy,126.8227461918565,polygon:{717ea927-2577-49f1-9c56-b45e55afb110},Perennial,28275.62267941996,line:{668CE561-B736-4FA4-A7FC-991ABCC4D2DB},Ephemeral,374.0621770132059,line:{bdd17b06-7c4c-48ec-82ac-e455df223e15},Intermittent,126.8227461918565,polygon:{717ea927-2577-49f1-9c56-b45e55afb110},Perennial,126.8227461918565,polygon:{717ea927-2577-49f1-9c56-b45e55afb110},Perennial,126.8227461918565,polygon:{717ea927-2577-49f1-9c56-b45e55afb110},Perennial,17159.895809309477,line:F1903A2A-9420-488E-B629-DB6E0E559849,Unknown
1736,132867900,2022-08-27 12:02:40,2022-08-27,2022-08-27 19:02:40 UTC,Pacific Time (US & Canada),3194356,dominicmoceri,Dominic Moceri,2022-08-29 20:42:09 UTC,2022-10-12 15:43:29 UTC,research,,https://www.inaturalist.org/observations/132867900,https://static.inaturalist.org/photos/226231258/medium.jpeg,NA,,Healthy.,1,0,false,2,"Everson, WA 98247, USA",48.8500997932,-122.2958665341,50,,NA,NA,50,,open,false,,,,Whatcom,Washington,United States,Washington,Whatcom,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,No selection,"Healthy, no dieback(0%)",NA,0,NA,Not sure,No selection,No selection,No Selection,No Selection,No Selection,No Selection,No selection,No selection,No selection,No selection,,No Selection,,Healthy,Healthy,163.2604192147749,line:128827374,Perennial,28526.931639095932,line:{668CE561-B736-4FA4-A7FC-991ABCC4D2DB},Ephemeral,746.5294807700202,line:{bdd17b06-7c4c-48ec-82ac-e455df223e15},Intermittent,163.2604192147749,line:128827374,Perennial,163.2604192147749,line:128827374,Perennial,163.2604192147749,line:128827374,Perennial,16960.181971054117,line:F1903A2A-9420-488E-B629-DB6E0E559849,Unknown
1737,133084604,2022-08-31 08:08:03-07:00,2022-08-31,2022-08-31 15:08:03 UTC,Pacific Time (US & Canada),3995113,penniekaia,,2022-08-31 15:10:15 UTC,2022-10-19 17:07:06 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/133084604,https://inaturalist-open-data.s3.amazonaws.com/photos/226636380/medium.jpg,NA,,,1,0,false,3,"112th Ave NE, Kirkland, WA, US",47.6507658115,-122.1908617342,25,,NA,NA,25,,open,false,,,,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,No,tree is dead,100,0,NA,No,No selection,Large (too big to wrap arms around trunk),Suburban,Forest edge,"Low - fairly natural, not much development",Upland or well drained,Tree does not typically have access to water in summer,Area is flat (e.g. field),No,Symptoms first observed 2018,1,No Selection,Also a dead mature western hemlock,Healthy,Healthy,102.40073349543165,line:148896883,Perennial,63199.908099363114,line:{78F2C030-2230-4B7E-ADCA-D9DACDF13079},Ephemeral,228.32024730485367,line:148888497,Intermittent,102.40073349543165,line:148896883,Perennial,102.40073349543165,line:148896883,Perennial,102.40073349543165,line:148896883,Perennial,26749.57739360335,line:165058446,Unknown
1740,133131304,2022-08-31 08:10:49-07:00,2022-08-31,2022-08-31 15:10:49 UTC,Pacific Time (US & Canada),3995113,penniekaia,,2022-08-31 21:23:29 UTC,2022-10-19 17:07:00 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/133131304,https://inaturalist-open-data.s3.amazonaws.com/photos/226720265/medium.jpg,NA,,,1,0,false,3,"Watershed Park, Kirkland, WA, US",47.6487799224,-122.1919195418,844,,NA,NA,844,,open,false,,,,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Tree is dead,Not Sure,tree is dead,100,1,1,Not sure,No selection,Medium (can wrap arms around trunk),Suburban,Forest edge,"Medium (moderately used trails, etc)",Upland or well drained,Tree does not typically have access to water in summer,Area is flat (e.g. field),No,This is the first time I have seen this tree,1,Yes,,Unhealthy,Tree is Dead,0.9455670841753131,line:148895681,Perennial,63159.98770908724,line:{78F2C030-2230-4B7E-ADCA-D9DACDF13079},Ephemeral,3.333339026196018,line:148888497,Intermittent,0.9455670841753131,line:148895681,Perennial,0.9455670841753131,line:148895681,Perennial,0.9455670841753131,line:148895681,Perennial,26964.77524582109,line:165058446,Unknown
1741,133366025,2022-09-02 11:37:01-07:00,2022-09-02,2022-09-02 18:37:01 UTC,Pacific Time (US & Canada),2952669,pnwgardener,,2022-09-02 18:39:31 UTC,2022-10-19 17:07:04 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/133366025,https://inaturalist-open-data.s3.amazonaws.com/photos/227157213/medium.jpg,NA,,,1,0,false,3,"Elhi Rim Rd E, Bonney Lake, WA, US",47.1763145132,-122.1947295686,3,,NA,NA,3,,open,false,,,,Pierce,Washington,United States,Washington,Pierce,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Branch Dieback or 'Flagging',Maybe,1-29% of the canopy is unhealthy,NA,More than 10,NA,Not sure,No selection,No selection,No Selection,No Selection,No Selection,No Selection,Not sure,Area is flat (e.g. field),No selection,Symptoms first observed in 2021,,No Selection,,Unhealthy,Other,182.79847924228974,line:165514901,Intermittent,58783.58219925727,line:{6A398461-90B0-4646-B58A-458E991290A2},Ephemeral,182.79847924228974,line:165514901,Intermittent,182.79847924228974,line:165514901,Intermittent,182.79847924228974,line:165514901,Intermittent,276.74839695291945,line:165519079,Perennial,12780.006902388966,line:130848076,Unknown
1742,133662607,2020-09-01,2020-09-01,,Pacific Time (US & Canada),3038772,caseym379,,2022-09-04 19:47:43 UTC,2022-09-04 19:47:44 UTC,casual,,https://www.inaturalist.org/observations/133662607,,NA,,,0,0,false,NA,"Pacific County, US-WA, US",46.693578,-123.741058,22,,NA,NA,22,,open,false,,,,Pacific,Washington,United States,Washington,Pacific,Western Redcedar,Thuja plicata,western redcedar,Plantae,48252,Tree is dead,No,tree is dead,100,0,NA,No,No selection,Large (too big to wrap arms around trunk),Suburban,Urban yard or open park grounds,"Low - fairly natural, not much development",Upland or well drained,Tree does not typically have access to water in summer,Area is flat (e.g. field),Yes (please identify other species in notes),Symptoms first observed in 2020,0,Yes,Sempervirens in the area is now also thinning severely from the inside of the canopy out.,Unhealthy,Tree is Dead,18.88801612547746,line:166368207,Intermittent,61564.223350013795,line:164370744,Ephemeral,18.88801612547746,line:166368207,Intermittent,18.88801612547746,line:166368207,Intermittent,18.88801612547746,line:166368207,Intermittent,161.21659102660485,line:152312621,Perennial,28372.256482876783,line:161435247,Unknown
1743,133663903,2015-09-01,2015-09-01,,Pacific Time (US & Canada),3038772,caseym379,,2022-09-04 19:55:39 UTC,2022-09-04 19:55:40 UTC,casual,,https://www.inaturalist.org/observations/133663903,,NA,,,0,0,false,NA,"Pacific County, US-WA, US",46.654671,-123.66373,91,,NA,NA,91,,open,false,,,,Pacific,Washington,United States,Washington,Pacific,Western Redcedar,Thuja plicata,western redcedar,Plantae,48252,Tree is dead,No,tree is dead,100,4-6,80,No,No selection,Medium (can wrap arms around trunk),Rural,Roadside,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",Upland or well drained,Tree does not typically have access to water in summer,Area is flat (e.g. field),No,Symptoms first observed in 2015 or before (please estimate year in Notes),0,Yes,,Unhealthy,Tree is Dead,75.83500062686687,line:152314741,Perennial,54914.412239960846,line:164370744,Ephemeral,117.25898014336045,line:166359415,Intermittent,75.83500062686687,line:152314741,Perennial,75.83500062686687,line:152314741,Perennial,75.83500062686687,line:152314741,Perennial,22005.449085457567,line:161435247,Unknown
1744,133697323,2022-09-04 16:58:36-07:00,2022-09-04,2022-09-04 23:58:36 UTC,Pacific Time (US & Canada),6104805,lorenar1,,2022-09-04 23:58:57 UTC,2022-11-02 00:41:40 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/133697323,https://inaturalist-open-data.s3.amazonaws.com/photos/227772553/medium.jpg,NA,,,1,0,false,3,"N 199th St, Shoreline, WA, US",47.7735006826,-122.3364350582,4,,NA,NA,4,,open,false,,,,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Browning Canopy,,60-99% of the canopy is unhealthy,90,Not sure,NA,Not sure,,,,,,,,,,,,,,Unhealthy,Other,312.45836434976894,line:148887645,Intermittent,79674.53082958973,line:{78F2C030-2230-4B7E-ADCA-D9DACDF13079},Ephemeral,312.45836434976894,line:148887645,Intermittent,312.45836434976894,line:148887645,Intermittent,312.45836434976894,line:148887645,Intermittent,1187.9869314326693,line:148895557,Perennial,26586.5334093659,line:b8ac4971-7ee7-4076-8183-236e2cb8e648,Unknown
1745,133842152,2022-09-05 15:56:29,2022-09-05,2022-09-05 22:56:29 UTC,Pacific Time (US & Canada),5453448,ben1329,Ben Fisher,2022-09-05 23:10:01 UTC,2023-03-18 19:09:46 UTC,research,,https://www.inaturalist.org/observations/133842152,https://static.inaturalist.org/photos/228041364/medium.jpeg,NA,,,1,0,false,2,"Bow, WA 98232, USA",48.5385505397,-122.369037196,8,,NA,NA,8,,open,false,,,,Skagit,Washington,United States,Washington,Skagit,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,Not Sure,"Healthy, no dieback(0%)",0,0,5,Not sure,No selection,Large (too big to wrap arms around trunk),Suburban,Forest edge,"Low - fairly natural, not much development",Upland or well drained,Tree does not typically have access to water in summer,Top of slope,No selection,No selection,5,No Selection,,Healthy,Healthy,320.2119614713223,line:165168798,Perennial,49867.44152551587,line:{668CE561-B736-4FA4-A7FC-991ABCC4D2DB},Ephemeral,407.7014793966685,line:{C1F65CD0-41AC-45EB-9C67-C304FC3A4D88},Intermittent,320.2119614713223,line:165168798,Perennial,320.2119614713223,line:165168798,Perennial,320.2119614713223,line:165168798,Perennial,12707.647850227388,line:{619B6D66-73E6-45FE-B230-38F1500420B4},Unknown
1746,133932283,2022-09-06 10:09:49,2022-09-06,2022-09-06 17:09:49 UTC,Pacific Time (US & Canada),3194356,dominicmoceri,Dominic Moceri,2022-09-06 17:11:50 UTC,2022-10-12 15:41:11 UTC,research,,https://www.inaturalist.org/observations/133932283,https://static.inaturalist.org/photos/228207018/medium.jpeg,NA,,Thining top.,1,0,false,2,"Samish Hill, Bellingham, WA, USA",48.7148013626,-122.4570270628,8,,NA,NA,8,,open,false,gps,gps,,Whatcom,Washington,United States,Washington,Whatcom,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Thinning Canopy,No selection,30-59% of the canopy is unhealthy,NA,2-3,NA,Not sure,No selection,No selection,No Selection,No Selection,No Selection,No Selection,No selection,No selection,No selection,No selection,,No Selection,,Unhealthy,Thinning Canopy,510.3132429365104,line:{BFA338BE-DB92-4875-8C45-263C9F5CCF55},Intermittent,29482.96815765188,line:{668CE561-B736-4FA4-A7FC-991ABCC4D2DB},Ephemeral,510.3132429365104,line:{BFA338BE-DB92-4875-8C45-263C9F5CCF55},Intermittent,510.3132429365104,line:{BFA338BE-DB92-4875-8C45-263C9F5CCF55},Intermittent,510.3132429365104,line:{BFA338BE-DB92-4875-8C45-263C9F5CCF55},Intermittent,884.3890092766343,line:152291465,Perennial,31990.32633377418,line:{F01A3FE7-71B1-413D-A9E4-B1880AF11A12},Unknown
1747,133984341,2022/09/06,2022-09-06,,Pacific Time (US & Canada),4311882,vlohr,V. Lohr,2022-09-07 00:45:56 UTC,2022-09-14 00:17:12 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/133984341,https://inaturalist-open-data.s3.amazonaws.com/photos/228305024/medium.jpeg,NA,,There are 3 *Thuja plicata* tree tops in the first photo.   This observation is about the tree in the center of that photo.,1,0,false,NA,"Burton, Vashon, WA 98070, USA",47.3902028846,-122.4547559034,100,,NA,NA,100,,open,false,,,,King,Washington,United States,Washington,King,Thuja plicata,Thuja plicata,western redcedar,Plantae,48252,Healthy,,"Healthy, no dieback(0%)",NA,0,NA,No,,Large (too big to wrap arms around trunk),Rural,Forest edge,"Medium (moderately used trails, etc)",Seasonally flooded area,Tree does not typically have access to water in summer,,No,,80,Yes,"Two trees appear to have expanded into each other at ground level. This observation is about the trunk on the right in photos with both trunks. They are within a few feet of another, separate Western Redcedar, which is also reported in the Western Redcedar Dieback Map: https://www.inaturalist.org/observations/134931662. The tops of all three trees show in the overall canopy photo; this observation is about the one in the center of that photo. Tree does not show any tip dieback. It appears to have normal dieback of interior shaded branches, shown in one photo. There is also one small branch in the canopy with dead leaves shown in a canopy photo; it is probably from something breaking it, not dieback from stress.",Healthy,Healthy,420.69828240148985,line:{34D00A28-4149-4762-B996-115C31E3D88C},Perennial,74830.5788744013,line:{78F2C030-2230-4B7E-ADCA-D9DACDF13079},Ephemeral,1046.1620961361696,line:155183884,Intermittent,420.69828240148985,line:{34D00A28-4149-4762-B996-115C31E3D88C},Perennial,420.69828240148985,line:{34D00A28-4149-4762-B996-115C31E3D88C},Perennial,420.69828240148985,line:{34D00A28-4149-4762-B996-115C31E3D88C},Perennial,13348.63549517234,line:165399070,Unknown
